@relation 'Altura-de-ola-weka.filters.unsupervised.attribute.Remove-R11,16,17-weka.filters.unsupervised.attribute.Remove-R14'

@attribute air numeric
@attribute pres numeric
@attribute rhum numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute class {Baja,Media,Moderada,MuyAlta}

@data
281.499969,100200,91,-0.199998,10.4,166,9,11,10.81,7.82,1001.6,8.4,8.1,MuyAlta
281.299988,100450,79,4.100001,9.300001,215,10.6,13.1,10.81,6.85,1002.9,7.9,8,Moderada
281,100560,85,-3.699998,9.600003,162,8.7,11,11.43,7.11,1005,7.8,7.9,MuyAlta
281,100420,89,0.900002,4.4,169,3.5,4.8,16,8.82,1004.6,7.4,8.1,Moderada
279.899994,100350,95,3.2,2.7,209,3.9,5.3,14.81,8.56,1004,7.8,8.1,MuyAlta
280.299988,100440,88,3.1,1.200003,169,4.6,5.6,16,9.85,1004.6,7.6,8.1,Moderada
279.700012,100400,91,4.7,1,195,4.1,5,10.81,8.36,1003.7,7.5,7.8,Moderada
279.200012,100400,86,5.7,-0.899997,242,4.4,5.6,13.79,8.48,1003.3,7.2,8.1,Moderada
278.299988,100350,82,4.700002,0.900002,255,3.7,5,13.79,7.68,1002.4,6.7,7.8,Moderada
278,100260,78,-1.999998,5.800003,200,6.1,7.6,11.43,8.15,1002.5,6.6,7.8,Moderada
279.199982,99890,87,-7.999999,8.8,132,8.2,9.7,10,7.12,1000.4,6.7,7.9,Moderada
279.899963,99210,91,-8.199999,10.000002,135,12.3,15.4,8.33,5.87,994.5,7.4,8.5,Moderada
279.799988,98690,95,-3.9,8,130,12.5,15.3,8.33,5.97,988.9,6.8,8,Moderada
280.299988,98390,86,4.2,5.000003,96,4.5,8.3,9.09,6.79,984.1,6.4,7.9,Moderada
279.299988,98540,85,8.000002,8.500002,225,9.9,11.7,9.09,6.06,983.8,7,7.9,Moderada
279.499969,98870,78,0.900002,8.500002,194,7.7,9.1,17.39,7.22,987.7,6.8,8,Moderada
279.299988,99010,83,2.200001,9.500002,182,7,8.6,16,8.01,989,7.1,8.1,Moderada
279.799988,99050,78,-0.5,4.9,180,6.4,7.6,10.81,7.9,990,6.7,7.9,Moderada
279.299988,99090,78,-3.399998,5.800002,171,4.9,5.9,12.9,8.31,991.7,7.3,7.9,Moderada
279.600006,98790,88,-9.6,-3.299999,105,8.3,10.5,11.43,7.66,991,7.2,7.7,Moderada
279.099976,98240,100,-7.2,-3.499999,61,13.9,17,11.43,5.75,985,7.4,7.8,Moderada
279.899994,98280,92,-3.799999,-1.5,87,9.5,11.4,8.33,7.31,985.6,6.7,7.9,Moderada
278.299988,98360,100,-3.999999,-5.099998,55,4.1,5.6,12.12,8.13,986.5,7,8,Moderada
279.100006,98620,89,0.5,-6.399999,352,4.7,6.4,12.12,8.17,987.8,6.7,8,Moderada
279.600006,99000,87,6,-6.999999,321,7,8.3,10.81,7.63,989.5,7.1,8,Moderada
278.899963,99330,79,8,-4.599998,299,7.4,9.9,11.43,6.02,992.3,6.3,7.7,Media
278.399963,99570,73,6.3,-2.4,259,3.8,5.1,10,6.37,995,5.7,7.7,Media
278.200012,99570,72,-2.899998,1.500002,186,0.7,1.6,10,6.45,995.9,5.3,7.7,Media
278.699982,99340,76,-9.199999,0.5,96,7.5,9.8,10,6.67,994.8,5.8,7.6,Media
280,98850,84,-19.099998,-2.6,78,11.1,14.2,5.56,4.92,992.2,6.7,8,Moderada
281.199982,98310,88,-21.599998,-5.899999,81,11.7,14.6,6.67,5.65,988.3,7.5,8,MuyAlta
281.600006,98230,86,-12.099998,-1.6,73,16.3,20.2,8.33,7.09,983.9,7.4,7.6,MuyAlta
281.399963,98240,90,-9.599998,1.600002,103,8,9.7,11.43,8.08,985.3,7.8,7.7,MuyAlta
280.600006,98250,92,-9.499998,-1.999997,76,8.4,10.3,12.12,8.94,984.4,7.8,7.7,MuyAlta
280,98270,94,-7.299998,-4.899999,66,8,9.6,11.43,7.85,983.7,7.6,7.7,Moderada
279.700012,98120,85,-2.199998,-6.899999,27,8.1,9.6,11.43,7.68,982,6.9,7.8,Moderada
279.899963,98310,79,2.8,-5.499999,358,6.4,8.9,10.81,7.61,982.4,7.2,8.1,Moderada
279.399994,98500,86,1.700001,-1.6,355,4.4,5.7,12.9,8.04,984.2,6.5,7.7,Moderada
279,98740,92,3,1.800002,212,2.6,3.4,11.43,8.02,987.4,6.5,7.5,Moderada
279.299988,98950,83,-1.6,4.800002,168,2.9,3.7,10.81,8.66,989.1,6.5,7.5,Media
280,98480,92,-8.6,8.7,146,7.9,9.7,12.12,6.87,986.8,7,7.6,Moderada
280.899963,97340,88,-17.700001,5.4,114,13.2,16.8,12.9,6.04,978.5,7.6,7.7,MuyAlta
280.799988,96250,96,-10.399999,7.4,105,18.4,22.9,10,7.68,964.2,7.3,7.7,MuyAlta
280.299988,96020,93,-0.7,10.8,140,7.3,9.7,10.81,7.67,962.6,7.5,8.1,MuyAlta
280.099976,96220,92,5.000001,14.800001,163,11.8,14.9,11.43,7.96,958.8,7,8,MuyAlta
279.399963,96580,85,13.000002,18.200001,200,15.3,18.8,11.43,8.48,959.6,6.9,7.9,MuyAlta
277.700012,97190,91,12.4,15.900002,219,16.8,21.5,12.9,8.61,968.3,5.9,7.6,MuyAlta
279.099976,97660,76,9.900003,16.300001,200,15.9,20.4,11.43,8.12,974.3,6.7,7.6,MuyAlta
278.699982,98170,83,6.900003,16.500002,198,13.4,16.7,12.9,8.41,980.1,6.8,7.6,MuyAlta
279.199982,98540,73,1.700001,12.600001,181,9.5,11.2,12.9,8.47,984.7,6.6,7.5,Moderada
278.899994,98750,74,1.400002,8.6,165,7.7,8.9,12.9,7.45,987.5,5.9,7.5,Moderada
279.699982,99010,71,3.300002,4.500001,164,4.9,5.9,12.9,8.62,989.8,6.3,7.7,Moderada
279.100006,99320,83,7.3,3.4,207,7.3,8.6,10.81,7.21,991.6,6.1,7.8,Media
279.199982,99550,78,9.200003,5.100003,253,6.7,9,12.12,7.37,994.1,6.8,8.2,Moderada
278.399963,99770,84,10.700002,3.600002,236,8,10,11.43,7.15,995.5,6.7,8.1,Moderada
278.5,99880,77,11.300001,0.700003,267,11.6,15.5,13.79,7.3,998.1,4,7.5,Moderada
278.200012,99960,64,11.200002,2.1,241,8.9,10.6,10.81,7.67,998.2,5.5,7.6,Moderada
277.699982,99960,65,7.500001,0.8,245,7.1,9,11.43,7.07,998,4.7,7.5,Moderada
277.200012,99990,64,7.5,-1.9,255,6.2,8.1,10.81,6.93,998.8,4.2,7.4,Media
277.199982,100110,62,8.700002,-3.799999,255,6.2,7.5,9.09,5.99,1000.9,3,7.4,Moderada
276.5,100290,62,9.2,-5.499999,282,8.6,10.3,10.81,5.82,1001.6,4.1,7.4,Moderada
276.399994,100510,70,11.6,-1.499998,265,12,14.2,9.09,5.9,1003.4,3.8,7.4,Moderada
276.799988,100720,74,9.5,-0.599998,270,7.8,9.9,6.67,5.75,1005.8,3.4,7.3,Moderada
277.299988,100890,66,4,0.000003,268,3.3,4.5,10,7.41,1008.5,3.9,7.5,Moderada
278.599976,100910,85,1.3,7.6,168,5.2,6.8,10,7.6,1009.1,4.5,7.4,Media
280.499969,100810,95,8.500003,8.3,215,8.6,10.2,10,6.2,1006.5,7.4,7.8,Moderada
279.799988,100960,80,14.900002,3.200001,258,14.4,16.8,6.67,5.4,1006.6,7,7.7,MuyAlta
278.399994,101310,77,11.600001,3.4,258,13.3,17.2,10.81,7.12,1009.5,6.5,8,MuyAlta
278.5,101550,79,14.600001,5.200002,266,13.1,15.8,11.43,7.29,1012,6.1,7.8,MuyAlta
277.799988,101950,81,16.700001,1.000002,265,12,16,17.39,8.53,1016,5.5,7.7,MuyAlta
278.499969,102350,76,13.300001,-0.3,284,11.7,14,17.39,8.16,1020.4,6.3,7.4,MuyAlta
278.200012,102550,76,9.300001,0.300003,281,8.5,10.2,16,8.56,1024.4,6.3,7.3,MuyAlta
277.700012,102530,72,4.500001,5.200002,223,7,8.7,16,9.03,1024.3,6.2,7.3,Moderada
278.200012,102200,67,-1.799999,6.300002,189,5.2,7.1,14.81,8.4,1022.7,5.9,7.5,Moderada
278.399994,101330,84,-14.099998,5.2,135,9.1,11,14.81,6.59,1016.4,6.4,7.6,Moderada
278.700012,99960,95,-21.4,8.200002,116,15.4,19.1,7.14,6.37,1005.2,6.5,7.3,MuyAlta
280.999969,98760,90,-10.8,12.300001,123,19.7,26.1,10,8.18,990.7,6.1,7.4,MuyAlta
280.299988,98500,86,8.500002,13.100001,210,10.7,13.6,12.12,8.96,984.4,6.4,7.4,MuyAlta
278.799988,98380,73,4.200002,14,179,11.3,13.7,12.12,8.06,983.9,6.2,7.4,MuyAlta
279.399994,98030,75,-2.1,16.200001,155,13,16,11.43,8.11,981.6,5.7,7.4,MuyAlta
278.899994,97880,85,-5.8,10.9,137,13.7,19.5,12.12,8.45,980.3,6,7.4,MuyAlta
278.899994,98110,83,-7.3,1.8,112,11.9,15.3,12.9,8.34,982.8,5.9,7.3,MuyAlta
278.699982,98720,75,-5.7,-6.4,95,8.4,10.9,12.9,7.81,988.9,6.6,7.3,Moderada
278.799988,99420,73,-1.6,-6.999999,50,4.1,5.6,12.12,7.88,995.3,6.6,7.2,Moderada
279,99730,67,1.5,0.7,97,2.8,4.1,12.12,8.09,996.7,6.3,7.3,Moderada
278.599976,99030,83,-3.9,9.2,155,9.7,11.6,11.43,7.26,991.2,6.2,7.2,Moderada
278.799988,97800,91,0.4,11.5,153,14.3,18,11.43,5.64,979.1,4.8,7.3,Moderada
278.899963,97640,79,18.200003,0.100002,287,11.8,14.5,7.69,5.97,974.7,5.9,7.3,MuyAlta
277.799988,97880,80,20.9,2.8,274,11.3,14,10,6.81,976.3,4.3,7.3,MuyAlta
277.899963,97890,77,20,6,256,14.5,17.8,10,7.53,976.8,6.1,7.2,MuyAlta
278.699982,97870,82,19.600002,6,255,13.6,17.3,13.79,8.47,974.6,5.8,7.2,MuyAlta
278.799988,98010,81,18.300001,1.7,282,10.8,14,13.79,9.44,974.7,5.5,7.2,MuyAlta
278.700012,98100,84,16.500002,-2.6,303,12.4,15.6,12.9,8.26,978.5,5.7,7.4,MuyAlta
278.499969,98450,80,15.1,-6,299,11.1,14,11.43,7.5,982.3,6.2,7.2,MuyAlta
277.399994,99030,82,15.5,-7.3,296,14,17.3,10.81,7.13,987.8,5.1,7.2,Moderada
277.600006,99170,70,13.100001,-2.999997,301,10.4,12.8,9.09,6.8,990,5.3,7.2,Moderada
276.799988,99220,74,8.500002,1.6,284,7.8,9.8,9.09,6.41,990.6,4.7,7.1,Moderada
278.100006,98940,78,2,3.3,244,6.3,10,9.09,6.69,989.6,4.8,7.1,Media
276.799988,98950,85,1.1,0.400002,126,1.9,3.1,10,6.84,989.9,4.2,7.1,Media
277.299988,99070,80,4,-2.599998,251,3.4,4.3,8.33,6.27,991.1,4.4,7.1,MuyAlta
276.5,99620,87,7.300002,-5.1,276,2.9,5.7,13.79,11.09,995.5,3.4,7.2,Moderada
277.700012,100010,69,11.500002,-5.899999,305,9.3,11.2,12.9,7.56,998.4,4.8,7.1,Moderada
276.899994,100160,76,11.500002,-6.299998,319,12.8,15.8,12.12,7.04,1000.3,2.3,7.1,MuyAlta
276.299988,100440,79,11.100001,-9.399999,302,11.1,13.2,12.12,6.95,1002.3,1.5,7,MuyAlta
276.299988,100810,65,12.800003,-8.099998,318,13.2,17.2,10.81,6.72,1006.3,4,7.1,MuyAlta
276.599976,101240,65,13.100003,-10.4,313,13.6,17.4,10,7.58,1009.6,4.6,7.1,MuyAlta
276.600006,101650,65,11,-11.1,324,12.7,15.7,10,6.91,1014.2,4.4,7.3,MuyAlta
277.200012,101970,72,9.000003,-7.4,304,10.5,14.3,10,7.01,1018.1,5,7.3,Moderada
277.599976,102040,82,6.1,-1.2,286,6.9,8.5,9.09,6.62,1020,5.2,7,Moderada
278.100006,101970,92,3.000001,2.500001,260,4.3,5.6,10.81,6.88,1019.6,5.9,7,Media
278.799988,101750,75,-2.1,10.100001,152,5.4,6.7,10,5.58,1016.6,5.6,7,Moderada
278.799988,100890,82,-10,14.700002,150,14.3,16.9,5.88,5.16,1011.1,6.2,7,MuyAlta
279.799988,100230,88,-3.499999,13.500002,146,15.4,19.9,10,6.98,1002.4,5.5,7,MuyAlta
279.399994,100350,75,9.900002,5,223,7.5,9.4,12.12,8.09,1002.8,6.6,7,MuyAlta
278.600006,100400,74,4.500001,5.9,204,6.4,8.1,12.12,7.77,1003.8,6.3,7,MuyAlta
278.799988,100390,76,1.800002,8.500002,175,8,9.4,10.81,8.16,1003.4,6.3,7,MuyAlta
278.899963,100500,84,4.200002,6.5,233,5.4,7.4,10.81,8.7,1004.7,5,7,MuyAlta
278.799988,100790,85,3.600002,6.100001,197,8,10,12.9,9.04,1007.3,6.3,7,MuyAlta
278.499969,100920,87,3.600002,7.8,190,7,9,13.79,8.89,1008.8,6,7,MuyAlta
278.499969,101100,86,4.100001,7.4,194,8.8,11.4,14.81,9.32,1010.2,5.4,7,MuyAlta
278.899994,101180,85,2.800002,8.300001,196,7,8.3,13.79,8.28,1011.3,6.1,7,Moderada
278.799988,101030,91,-1.4,11.900002,162,10.7,12.8,14.81,7.77,1010.8,6.5,7,Moderada
279.700012,100460,97,-5.999999,16.700001,161,13.3,16.5,6.67,6.28,1005.5,6.8,7,MuyAlta
279.699982,100410,81,11.000002,-3.999999,288,12.2,15.2,?,?,1002.5,6.6,7,MuyAlta
278.599976,101290,80,9.100001,-2.599998,288,7.7,9,10.81,7.66,1011,6.5,7,MuyAlta
278.499969,101630,79,3.7,2.200001,239,3.9,5.3,12.12,8.28,1015.7,6.4,7,Moderada
278.399963,101600,83,-4.5,5.9,162,7.3,8.9,12.12,8.92,1016.8,6.1,7,MuyAlta
280,101280,77,-10.6,9.400002,132,11.9,14.6,12.12,7.56,1014.5,6.1,7,MuyAlta
280.399994,100680,86,-13.7,15.700002,136,15.9,20.3,7.69,6.89,1008.4,7.3,7,MuyAlta
280.299988,100650,95,-8.9,15.3,145,17.5,20.7,10,7.18,1006.1,7.3,7,MuyAlta
280.499969,100880,93,-2.199998,4.7,159,7.5,9.6,12.12,8.18,1008.7,7.2,7.1,MuyAlta
279.799988,100200,100,-6.699998,6.8,152,8.3,10.4,10.81,8.54,1003.2,7,7,MuyAlta
280.899963,99950,99,-3.799999,13.600001,153,12.8,15.8,10.81,8.03,1000.3,7.9,7,MuyAlta
279.999969,99930,88,2.300002,7.6,220,7.4,9.1,10.81,8.45,997.7,6,7,MuyAlta
279,100540,81,4.900002,4.9,248,8.5,11.1,10.81,8.54,1003,6.2,6.9,MuyAlta
278.799988,100860,79,-5.3,13.000002,169,9.1,11.2,12.9,8.34,1008.3,6.5,7,MuyAlta
280.399994,100850,87,-3.499999,12.500002,158,9.8,12.6,11.43,7.63,1008.3,7.3,7,MuyAlta
279.499969,100330,97,-13.899999,6.1,131,10.2,12.2,10.81,7.7,1006.3,6.8,6.9,MuyAlta
281.299988,99500,94,-11.699999,12.3,119,13.2,15.8,10.81,7.23,996.9,7.3,7,MuyAlta
280.899994,99240,97,-7.9,12.600003,130,14.9,19.3,11.43,7.35,992.6,7.9,7,MuyAlta
280,99490,87,3.2,8.500002,181,6,7.9,10,8.89,994.2,6.6,7,MuyAlta
278.600006,100190,84,4.600001,9,205,8,9.8,12.9,9.06,1000.3,6.6,7,MuyAlta
278.799988,100790,77,4.000001,9.2,190,11.1,15.1,12.12,8.29,1006.3,5.9,7,MuyAlta
278.700012,101290,78,2.400002,9.800001,204,8.6,11.1,12.12,8.51,1011.1,6.6,7,MuyAlta
278.999969,101420,74,-5.299998,6.1,169,7.4,9.2,11.43,8.58,1013.7,6.3,6.9,MuyAlta
279.100006,101100,84,-10.199997,3.300002,130,8.9,11,11.43,8.2,1012.8,6.3,6.9,Moderada
280.199982,100600,90,-13.7,0.9,89,10.8,13.7,10.81,7.73,1008.4,6.6,6.9,Moderada
280.299988,100030,94,-17.099998,5.200002,98,13.9,17.9,7.14,6.45,1002.5,6.8,6.9,MuyAlta
279.799988,99710,98,-15.499998,9.700002,122,14.3,18,8.33,6.47,999.5,7.1,6.9,MuyAlta
280.899994,99610,90,-11.7,9.800001,118,14.2,17.4,10,6.95,998.1,7.3,6.9,MuyAlta
280.899963,99690,86,-10.899999,11.700002,135,14.7,18.5,10,7.05,997.7,7.3,6.9,MuyAlta
280.199982,99760,90,-12.5,10.400002,135,13.2,16.2,10.81,7.77,998.4,6.6,6.9,MuyAlta
280.200012,99980,94,-7.599998,7.700002,140,12.2,14.4,11.43,8.04,999.1,6.6,6.9,MuyAlta
279.899994,100130,98,-5.5,3.500001,143,6.6,8.4,14.81,8.77,1000.6,6.9,7,MuyAlta
279.899963,100220,96,-2.999999,0.900002,167,3.1,4.1,11.43,8.5,1001.9,6.8,7,Moderada
279.700012,100400,92,-3.4,-4.799998,41,0.7,2.2,12.12,8.53,1003.3,5.3,7,Moderada
279.499969,100420,90,-2.1,-4.499999,15,0.5,1.3,12.12,8.04,1004.1,6.2,7,Moderada
279.099976,100520,93,-0.1,-7.7,29,6.6,8,10.81,8.06,1005.1,5.8,6.9,Media
278.299988,100500,95,-0.999997,-4.6,31,3.7,4.9,12.12,7.72,1005.2,5.3,6.9,Media
279,100560,83,-1.8,-1.3,104,1.1,2,10.81,7.97,1004.6,4.8,6.9,Moderada
278.499969,100590,80,-3,4.2,162,6.7,8.3,12.9,8.2,1005.1,5.5,6.9,Media
278.899963,100760,82,-2.7,2.900002,160,4.7,5.5,12.9,7.65,1007.7,6.1,6.9,Media
279.699982,100660,82,-7.699998,2.800002,123,6.4,8.4,11.43,6.37,1007.7,6.4,6.9,Media
280.299988,100340,91,-11.099998,3.4,98,7.9,9.8,11.43,5.66,1005.4,6.6,6.9,Moderada
280.399963,99900,88,-14.199999,4.800002,108,12.8,15.4,6.25,5.41,1001.7,7.4,6.9,Moderada
280.599976,99430,87,-17.699999,5,110,14.6,17,8.33,6.22,997.8,7.3,6.9,MuyAlta
281.299988,99090,89,-16.499998,7.500001,107,14.8,17.6,9.09,7.02,993.6,7.4,6.9,MuyAlta
280.599976,98890,91,-13.199999,10.000002,125,12.8,14.9,10.81,7.54,990.2,7.1,7,MuyAlta
280.399963,99040,83,-5.4,16.100002,139,14.3,17.8,10.81,7.69,990,7.5,6.9,MuyAlta
278.999969,99920,74,4.000001,14.100001,191,11.9,14.5,12.9,8.46,997.4,6.8,7,MuyAlta
279.499969,100350,75,-3.399998,11.300001,160,11.5,13.8,10.81,8.13,1002.9,6.8,6.9,MuyAlta
279.899963,100390,81,-12.7,9.000002,139,10.5,13,10.81,7.75,1004.7,6.9,7,MuyAlta
279.999969,99890,83,-16.6,11.100001,124,14.4,17.6,10,6.96,1001.6,6.8,7,MuyAlta
280.699982,99570,92,-13.799997,13.6,123,15.2,18.6,9.09,7.28,996.8,7.1,6.9,MuyAlta
281.299988,99360,90,-12.3,10.400002,125,16,20,12.12,7.67,994.9,7.4,6.9,MuyAlta
281.299988,99200,95,-8.399999,11.400003,135,14.5,18,10,7.83,992.1,7.3,6.9,MuyAlta
280.899994,99440,93,-3.799999,7.8,147,7.3,9,12.9,8.79,994.8,7.1,7,MuyAlta
280.200012,99260,99,-7.299998,1.800002,107,3.9,5.1,11.43,7.87,993.5,6.4,7,MuyAlta
280.299988,98940,96,-3.099998,3.400002,114,3,4.4,10.81,8.69,990.5,6.7,7,MuyAlta
279.799988,98870,99,-1.099998,7.3,186,4.6,5.6,10.81,8.45,989.1,6.2,7,MuyAlta
280.200012,99070,90,-1.799999,9.3,156,6.5,9.4,10.81,8.45,990,6.6,7,MuyAlta
279.799988,99040,90,-5.199998,5.800002,155,8.4,10.7,11.43,8.1,990.4,6.6,7,Moderada
279.899963,98620,94,-7.4,-1.7,99,6.8,8.8,11.43,7.35,989,6.8,7,Moderada
280.099976,98280,98,-4.2,-6.7,50,7.9,9.5,11.43,7.05,984.3,6.5,7,Moderada
279.899963,98410,99,1.900002,-5.199998,85,4.3,5.6,10.81,7.47,984.7,6.9,7,Moderada
279.899963,98600,95,6.5,-4.699998,354,2.9,4.5,10.81,8.05,986.5,6.7,7,Moderada
279.899963,99050,92,10.000002,-3.7,320,4.2,5.6,10.81,7.73,989.6,6.6,6.9,Media
279.5,99540,90,10.800003,-1.599998,302,5.3,6.7,10.81,7.11,993.1,6.6,7,Media
278.399994,100090,83,7.900002,-1.599997,296,7.1,9,10.81,6.16,998.6,5.8,7,Media
277.5,100530,79,2.500001,0.3,258,3.5,5.6,10.81,6.44,1003.5,5.2,7,Media
277.299988,100720,74,-3.299999,2.600002,215,1.2,2.4,9.09,6.74,1006.9,4.3,6.9,Media
278.100006,100730,76,-7.699998,4.000001,150,4.8,5.9,10,6.58,1007.6,4.9,6.9,Media
278.899963,100500,75,-12.399999,5.500001,120,9.5,11.7,12.12,5.19,1006.7,5.4,6.9,Moderada
279.600006,100070,82,-15.3,3.5,110,11.3,14.6,11.43,6.16,1002.9,5.9,6.8,MuyAlta
280.099976,99390,82,-19,3.9,105,14.1,17,12.9,7.07,998.3,6.5,6.8,MuyAlta
280.099976,98820,91,-17.299999,6.4,105,15,19.5,10.81,7.22,991.4,6.9,6.8,MuyAlta
280.200012,98360,85,-15.4,3.9,102,16.8,20.7,11.43,8.23,986.8,6.2,6.9,MuyAlta
279.899963,98070,92,-8.2,6.6,96,14.8,18.6,11.43,8.75,980.4,5.7,6.8,MuyAlta
280.200012,98290,88,-1.8,11.6,170,8.7,10.9,14.81,9.11,981.9,6.9,6.8,MuyAlta
280.099976,98660,86,-4.599997,11.000002,143,9.7,12.2,11.43,8.57,986,7.1,6.9,MuyAlta
279.999969,98820,87,-5.999999,4.9,133,8,9.7,11.43,7.96,988.6,7,6.8,Moderada
279.899994,98700,87,-6.2,0.200002,101,7,9.4,12.12,8.02,988.6,6.5,6.8,Moderada
280.499969,98240,89,-7.4,-6.1,79,7,9,13.79,7.48,983.8,6.5,6.8,Moderada
280,97650,92,-3.6,-7.199997,70,9.7,11.9,9.09,6.63,979.4,6.7,6.8,MuyAlta
279.699982,97760,90,2.2,0.3,49,9.8,12.6,11.43,8.16,976.9,6.7,6.8,MuyAlta
279.100006,98510,87,5.2,9.300003,243,4.5,6.2,13.79,9.56,981,6.3,6.8,MuyAlta
279.499969,98900,80,-2.3,8.900002,182,8.1,10.3,11.43,7.85,988.6,6.4,6.9,Moderada
279.799988,99020,91,-7.9,1.900002,120,6.9,8.6,12.12,7.48,991.1,6.8,6.8,Moderada
279.999969,98720,89,-7.7,-2.999999,68,9.9,12.2,11.43,7.07,989.1,6.7,6.8,Moderada
279.799988,98750,91,0.8,1.000002,84,9,10.8,10.81,6.62,987.9,6.8,6.8,Moderada
279.100006,99130,89,4,5.800003,158,4,5.4,10,7.88,988.1,5.5,6.8,Moderada
278.600006,99500,86,5.900002,8.200002,217,10.2,12,10,6.58,993.2,5.9,7,Moderada
278.5,99820,81,-0.3,6.900002,200,7.2,8.3,9.09,6.8,998.1,5.5,6.9,Moderada
278.699982,99900,78,-6.699998,5.6,118,7.7,9.8,9.09,6.6,999.8,6.4,6.8,Moderada
280.299988,99510,77,-14.999998,2,106,11.1,14.3,10,5.51,997.4,6.5,6.9,Moderada
279.799988,98580,90,-20.299999,1.000002,87,14,18,7.69,6.18,990.4,6.8,6.8,MuyAlta
280.200012,97710,91,-16.299999,1.6,95,18.3,22.5,10.81,7.48,980.3,6.3,6.8,MuyAlta
280.299988,97490,94,-7.699998,6.6,109,8.5,10.7,12.12,8.45,976.4,6.9,6.8,MuyAlta
279.899994,97550,95,-4.299998,6.200002,129,8.2,10.3,12.12,9.51,976.6,6.7,6.8,MuyAlta
278.799988,97780,98,1.400002,7.800003,125,5.1,7.2,12.12,9.14,977,6.7,6.8,Moderada
278.699982,98170,88,4.700002,11.600003,187,10.2,12.7,12.12,7.82,979.6,6,6.8,MuyAlta
277.999969,98440,90,3.400002,12.9,184,9.9,12.7,12.9,8.09,983.3,6,6.8,Moderada
278.799988,98750,88,3.000001,10.800001,194,9.1,11.1,12.12,6.91,986.1,6.2,6.8,Moderada
278.899994,99170,91,9.500002,6.000001,226,7.5,8.9,10.81,7.2,989.3,6.3,6.9,Moderada
278.200012,99710,83,11.6,5.2,247,9.9,11.9,10,6.26,994.7,6,6.8,Moderada
277.599976,99940,79,1.2,7.5,221,7.3,8.8,9.09,6.87,998.2,5.7,6.8,Moderada
279.199982,99660,84,-8.9,11.700003,156,10.5,12.2,10,6.03,997.1,6,6.8,Moderada
279.600006,99300,95,-5.1,12.5,160,13.8,17.2,6.67,5.85,992.7,6.1,6.7,Moderada
279.599976,99520,91,3.000001,7,194,6,7.3,8.33,6.93,994.3,6.6,6.7,Moderada
279.100006,99790,93,1.300003,3.500001,188,5.8,7.3,9.09,6.78,997,6.7,6.7,Moderada
279.200012,99780,96,-0.299998,3.700001,166,4.2,5.3,10,7.06,997.4,6.5,6.7,Moderada
279.599976,99610,91,-8.499998,6,138,8.5,9.8,8.33,6.8,997.2,6.5,6.8,Moderada
279.799988,99220,92,-8.3,11.7,123,11.9,14.3,9.09,6.28,993.7,6.2,6.8,Moderada
280.5,99020,91,-4.899999,10.400002,152,11.1,13.8,8.33,6.36,990,6.9,6.8,Moderada
280.399963,98890,85,1.3,6.800002,179,6.9,8.6,10,7.24,988.7,6.5,6.8,MuyAlta
279.200012,98730,85,2.800002,3.200001,180,3.8,6,14.81,10.52,987.1,6.5,6.8,MuyAlta
279,98310,86,6.1,-3.899998,35,2,4.3,16,9.44,983.2,6.1,6.8,MuyAlta
278.899963,98700,81,10.8,3.700001,275,8.3,10.8,11.43,8.16,983.8,6.2,6.7,MuyAlta
279.199982,99260,81,-2.9,12.3,197,10,12.1,12.9,7.99,991.3,6.4,6.7,MuyAlta
280,98480,87,-22.099997,8.500002,121,13.9,17.4,12.9,8.15,989.1,6.9,6.8,MuyAlta
281.499969,97420,92,-14.5,12.200002,118,17.3,21.6,10,7.75,975.6,7.3,6.9,MuyAlta
281.199982,96830,93,-2.2,12.5,136,14.3,17.4,12.12,8.88,966.3,7.8,6.9,MuyAlta
281.299988,96940,85,-8.999998,8.900002,128,10.3,14,13.79,9.48,969.7,7.1,6.8,MuyAlta
280,96790,93,-4.899999,16.000002,155,11.4,13.7,12.9,8.62,969.1,7.3,6.8,MuyAlta
279.799988,97080,90,2.000001,14.400002,165,15,19.4,13.79,8.46,966.9,6.7,6.8,MuyAlta
279.799988,97680,87,7.1,12.300001,198,12.5,15.3,13.79,8.82,974.4,6.5,6.7,MuyAlta
279.299988,98350,88,8.9,6.000001,265,8.5,10.4,13.79,9.65,979.9,6.1,6.7,MuyAlta
279.099976,98960,82,9.300001,3.000001,234,5.1,6.6,13.79,8.84,987.2,6.7,6.8,Moderada
278.099976,99390,82,7.700002,0.200003,264,5.8,7.2,10.81,8.2,992.1,5.7,6.7,Moderada
277.499969,99660,79,7.6,-1.199998,301,6,8,12.9,7.71,995.4,4.5,6.7,Moderada
278,99940,74,8.800001,-3.699997,279,7.8,10.5,10,8.27,997.7,5,6.7,Moderada
278.099976,100280,73,10.200002,-4.999999,300,10.2,12.1,12.12,7.06,1001.2,5.4,6.7,Moderada
277.799988,100740,73,10.200002,-2.699997,288,9.1,11.9,11.43,6.21,1005.6,5.3,6.7,Moderada
277.5,101080,78,11.000002,-3.2,284,8.9,10.6,10,6.47,1009.4,5.2,6.8,Moderada
277.699982,101490,78,10.400002,-5.1,301,9.4,11.9,10.81,6.77,1012.6,5.4,6.7,Moderada
